candidate_id,rank,score,reasoning
CAND_0051630,46,0.2813740915298462,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0030799,47,0.2811805470943451,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0031982,48,0.2811805470943451,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0020877,49,0.2806866901397705,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0042029,50,0.28052017641067506,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0037944,51,0.28034170928001406,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0042425,52,0.2797491307258606,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0072721,53,0.2797429020404816,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0071974,54,0.279622278547287,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0095884,55,0.2794238871574402,Professional with 0.0 yrs experience; matches 4 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0089197,56,0.2794037326335907,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0015528,57,0.2793286307811737,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0089381,58,0.27922751150131225,Professional with 0.0 yrs experience; matches 4 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0065430,59,0.27920930228233337,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0039383,60,0.2791479094982147,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0068811,61,0.2790790444850922,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0041669,62,0.2787236409664154,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0005260,63,0.27860696754455566,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0077337,64,0.27838906111717227,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0092255,65,0.27802379570007324,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0010541,66,0.27799499583244325,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0008239,67,0.2770200318336487,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0091254,68,0.2769262059688568,Professional with 0.0 yrs experience; matches 4 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0039556,69,0.2768443091869354,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0073883,70,0.2768443091869354,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0030784,71,0.27653790068626405,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0056442,72,0.27653790068626405,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0012632,73,0.2765326961040497,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0069925,74,0.276341007566452,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0069232,75,0.2760106488227844,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0049538,76,0.2755784149169922,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0014715,77,0.2753395899295807,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0016163,78,0.2753267939090729,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0029671,79,0.27524833521842956,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0099806,80,0.27494679265022276,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0024203,81,0.2749222571849823,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0041611,82,0.2748359902858734,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0087316,83,0.2748205526828766,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0060886,84,0.2747672065258026,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0021787,85,0.2746843858718872,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0051936,86,0.2746843858718872,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0056704,87,0.27462928137779236,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0068081,88,0.2746233994960785,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0076904,89,0.27449830017089843,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0039521,90,0.2744592076778412,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0013536,91,0.2744077092647553,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0036437,92,0.2743370885848999,Professional with 0.0 yrs experience; matches 0 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0073620,93,0.27403588733673095,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0058412,94,0.2739561065196991,Professional with 0.0 yrs experience; matches 3 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0087702,95,0.27393297991752624,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0087766,96,0.2735002799987793,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0029367,97,0.27349604806900024,Professional with 0.0 yrs experience; matches 5 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0027691,98,0.2734664923191071,Professional with 0.0 yrs experience; matches 2 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0020991,99,0.27277187061309816,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
CAND_0066435,100,0.27277187061309816,Professional with 0.0 yrs experience; matches 1 AI/ML skills. Low engagement (response rate: 0.00).
